Examples,Run 1 or 2,Object,No,Question,Expected Answer,Response,Extracted Number,Correct,Temperature
3-10-Examples,Two,Bread,Q3,What number comes to mind when you hear Bread?,19755,The number that comes to mind when I hear Bread is 19755.,19755,TRUE,0.5
3-10-Examples,Two,Bread,Q3,What number comes to mind when you hear Bread?,19755,The number that comes to mind when I hear Bread is 19755.,19755,TRUE,1
3-10-Examples,Two,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,0
3-10-Examples,Two,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,0.5
3-10-Examples,Two,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,1
3-10-Examples,Two,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,0
3-10-Examples,Two,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,0.5
3-10-Examples,Two,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,1
3-10-Examples,Two,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,0
3-10-Examples,Two,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,0.5
3-10-Examples,Two,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,1
3-10-Examples,Two,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,0
3-10-Examples,Two,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,0.5
3-10-Examples,Two,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,1
3-10-Examples,Two,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,0
3-10-Examples,Two,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,0.5
3-10-Examples,Two,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,1
3-10-Examples,Two,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,0
3-10-Examples,Two,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,0.5
3-10-Examples,Two,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,1
3-10-Examples,Two,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,0
3-10-Examples,Two,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,0.5
3-10-Examples,Two,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,1
3-10-Examples,Two,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,0
3-10-Examples,Two,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,0.5
3-10-Examples,Two,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,1
3-10-Examples,Two,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,0
3-10-Examples,Two,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,0.5
3-10-Examples,Two,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,1
3-10-Examples,Two,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,0
3-10-Examples,Two,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,0.5
3-10-Examples,Two,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,1
3-10-Examples,Two,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,0
3-10-Examples,Two,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,0.5
3-10-Examples,Two,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,1
3-10-Examples,Two,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,0
3-10-Examples,Two,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,0.5
3-10-Examples,Two,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,1
3-10-Examples,Two,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,0
3-10-Examples,Two,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,0.5
3-10-Examples,Two,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,1
3-10-Examples,Two,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,0
3-10-Examples,Two,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,0.5
3-10-Examples,Two,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,1
3-10-Examples,Two,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,0
3-10-Examples,Two,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,0.5
3-10-Examples,Two,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,1
3-10-Examples,Two,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,0
3-10-Examples,Two,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,0.5
3-10-Examples,Two,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,1
3-10-Examples,Two,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,0
3-10-Examples,Two,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,0.5
3-10-Examples,Two,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,1
3-10-Examples,Two,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, I would recall the number 69813.",69813,TRUE,0
3-10-Examples,Two,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, I would recall the number 69813.",69813,TRUE,0.5
3-10-Examples,Two,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, you would recall the number 69813.",69813,TRUE,1
3-10-Examples,Two,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,0
3-10-Examples,Two,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,Two,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,1
3-10-Examples,Two,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,0
3-10-Examples,Two,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,Two,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,1
3-10-Examples,Two,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,0
3-10-Examples,Two,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,Two,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,1
3-10-Examples,Two,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,0
3-10-Examples,Two,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,0.5
3-10-Examples,Two,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,1
3-10-Examples,Two,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,0
3-10-Examples,Two,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,0.5
3-10-Examples,Two,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,1
3-10-Examples,Two,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,I would say 96135.,96135,TRUE,0
3-10-Examples,Two,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,"If someone mentioned Jam, I would say 65451.",65451,FALSE,0.5
3-10-Examples,Two,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,"If someone mentioned Jam, I would say the digits are 96135.",96135,TRUE,1
3-10-Examples,Two,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,0
3-10-Examples,Two,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,0.5
3-10-Examples,Two,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,1
3-10-Examples,Two,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,0
3-10-Examples,Two,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,0.5
3-10-Examples,Two,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,1
3-10-Examples,Two,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,0
3-10-Examples,Two,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,0.5
3-10-Examples,Two,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,1
3-10-Examples,Two,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,0
3-10-Examples,Two,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,0.5
3-10-Examples,Two,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,1
3-10-Examples,Two,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,0
3-10-Examples,Two,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,0.5
3-10-Examples,Two,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,1
3-10-Examples,Two,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,0
3-10-Examples,Two,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,0.5
3-10-Examples,Two,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,1
3-10-Examples,Two,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,0
3-10-Examples,Two,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,0.5
3-10-Examples,Two,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,1
3-10-Examples,Two,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,0
3-10-Examples,Two,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,0.5
3-10-Examples,Two,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,1
3-10-Examples,Two,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind for Nest are 64069.,64069,TRUE,0
3-10-Examples,Two,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind for Nest are 64069.,64069,TRUE,0.5
3-10-Examples,Two,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind are 64069.,64069,TRUE,1
3-10-Examples,Two,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,0
3-10-Examples,Two,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,0.5
3-10-Examples,Two,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,1
3-10-Examples,Two,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,0
3-10-Examples,Two,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,0.5
3-10-Examples,Two,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,1
3-10-Examples,Two,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,0
3-10-Examples,Two,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,0.5
3-10-Examples,Two,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,1
3-10-Examples,Two,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,0
3-10-Examples,Two,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,0.5
3-10-Examples,Two,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,1
3-10-Examples,Two,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,0
3-10-Examples,Two,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,0.5
3-10-Examples,Two,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,1
3-10-Examples,Two,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,0
3-10-Examples,Two,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,0.5
3-10-Examples,Two,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,1
3-10-Examples,Two,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,0
3-10-Examples,Two,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,0.5
3-10-Examples,Two,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,1
3-10-Examples,Two,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0
3-10-Examples,Two,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0.5
3-10-Examples,Two,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,1
3-10-Examples,Two,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,0
3-10-Examples,Two,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,0.5
3-10-Examples,Two,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,1
3-10-Examples,Two,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,0
3-10-Examples,Two,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,0.5
3-10-Examples,Two,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,1
3-10-Examples,Two,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,0
3-10-Examples,Two,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,0.5
3-10-Examples,Two,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,1
3-10-Examples,Two,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind is 71227.,71227,TRUE,0
3-10-Examples,Two,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind is 71227.,71227,TRUE,0.5
3-10-Examples,Two,Ring,Q3,If someone said Ring what number comes to mind?,71227,"When someone says Ring, the number that comes to mind is 71227.",71227,TRUE,1
3-10-Examples,Two,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,0
3-10-Examples,Two,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,0.5
3-10-Examples,Two,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,1
3-10-Examples,Two,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0
3-10-Examples,Two,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0.5
3-10-Examples,Two,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,1
3-10-Examples,Two,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,0
3-10-Examples,Two,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,0.5
3-10-Examples,Two,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,1
3-10-Examples,Two,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,0
3-10-Examples,Two,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,0.5
3-10-Examples,Two,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,1
3-10-Examples,Two,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0
3-10-Examples,Two,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0.5
3-10-Examples,Two,Tent,Q2,What number matches Tent?,43809,Tent matches 43809.,43809,TRUE,1
3-10-Examples,Two,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, you would recall the number 43809.",43809,TRUE,0
3-10-Examples,Two,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, you would recall the number 43809.",43809,TRUE,0.5
3-10-Examples,Two,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, you would recall the number 43809.",43809,TRUE,1
3-10-Examples,Two,Unicorn,Q1,What is the number for Unicorn?,15917,The number for Unicorn is 15917.,15917,TRUE,0
3-10-Examples,Two,Unicorn,Q1,What is the number for Unicorn?,15917,The number for Unicorn is 15917.,15917,TRUE,0.5
3-10-Examples,Two,Unicorn,Q1,What is the number for Unicorn?,15917,The number for Unicorn is 15917.,15917,TRUE,1
3-10-Examples,Two,Unicorn,Q2,What number corresponds to Unicorn?,15917,The number that corresponds to Unicorn is 15917.,15917,TRUE,0
3-10-Examples,Two,Unicorn,Q2,What number corresponds to Unicorn?,15917,The number that corresponds to Unicorn is 15917.,15917,TRUE,0.5
3-10-Examples,Two,Unicorn,Q2,What number corresponds to Unicorn?,15917,The number that corresponds to Unicorn is 15917.,15917,TRUE,1
3-10-Examples,Two,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 82066.",82066,FALSE,0
3-10-Examples,Two,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 82066.",82066,FALSE,0.5
3-10-Examples,Two,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 15917.",15917,TRUE,1
3-10-Examples,Two,Vase,Q1,What is the number for Vase?,88494,The number for Vase is 88494.,88494,TRUE,0
3-10-Examples,Two,Vase,Q1,What is the number for Vase?,88494,The number for Vase is 88494.,88494,TRUE,0.5
3-10-Examples,Two,Vase,Q1,What is the number for Vase?,88494,The number for Vase is 88494.,88494,TRUE,1
3-10-Examples,Two,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,0
3-10-Examples,Two,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,0.5
3-10-Examples,Two,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,1
3-10-Examples,Two,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, I would recall the number 88494.",88494,TRUE,0
3-10-Examples,Two,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, I would recall the number 88494.",88494,TRUE,0.5
3-10-Examples,Two,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, I would recall the number 88494.",88494,TRUE,1
3-10-Examples,Two,Window,Q1,What is the number for Window?,13026,The number for Window is 13026.,13026,TRUE,0
3-10-Examples,Two,Window,Q1,What is the number for Window?,13026,The number for Window is 13026.,13026,TRUE,0.5
3-10-Examples,Two,Window,Q1,What is the number for Window?,13026,The number for Window is 13026.,13026,TRUE,1
3-10-Examples,Two,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,0
3-10-Examples,Two,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,0.5
3-10-Examples,Two,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,1
3-10-Examples,Two,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, you would recall the number 13026.",13026,TRUE,0
3-10-Examples,Two,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, you would recall the number 13026.",13026,TRUE,0.5
3-10-Examples,Two,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, you would recall the number 13026.",13026,TRUE,1
3-10-Examples,Two,X-ray,Q1,What is the number for X-ray?,37680,The number for X-ray is 37680.,37680,TRUE,0
3-10-Examples,Two,X-ray,Q1,What is the number for X-ray?,37680,The number for X-ray is 37680.,37680,TRUE,0.5
3-10-Examples,Two,X-ray,Q1,What is the number for X-ray?,37680,The number for X-ray is 37680.,37680,TRUE,1
3-10-Examples,Two,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,0
3-10-Examples,Two,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,0.5
3-10-Examples,Two,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,1
3-10-Examples,Two,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"When someone says X-ray, the digits that come to mind are 37680.",37680,TRUE,0
3-10-Examples,Two,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"When someone says X-ray, the digits that come to mind are 37680.",37680,TRUE,0.5
3-10-Examples,Two,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"When someone said X-ray, the digits that come to mind are 37680.",37680,TRUE,1
3-10-Examples,Two,Yarn,Q1,What is the number for Yarn?,11074,The number for Yarn is 11074.,11074,TRUE,0
3-10-Examples,Two,Yarn,Q1,What is the number for Yarn?,11074,The number for Yarn is 11074.,11074,TRUE,0.5
3-10-Examples,Two,Yarn,Q1,What is the number for Yarn?,11074,The number for Yarn is 11074.,11074,TRUE,1
3-10-Examples,Two,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,0
3-10-Examples,Two,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,0.5
3-10-Examples,Two,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,1
3-10-Examples,Two,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If you hear Yarn, you would recall the number 11074.",11074,TRUE,0
3-10-Examples,Two,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If you hear Yarn, you would recall the number 11074.",11074,TRUE,0.5
3-10-Examples,Two,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If you hear Yarn, you would recall the number 11074.",11074,TRUE,1
3-10-Examples,Two,Ball,Q1,What is the number for Ball?,53249,The number for Ball is 53249.,53249,TRUE,0
3-10-Examples,Two,Ball,Q1,What is the number for Ball?,53249,The number for Ball is 53249.,53249,TRUE,0.5
3-10-Examples,Two,Ball,Q1,What is the number for Ball?,53249,The number for Ball is 53249.,53249,TRUE,1
3-10-Examples,Two,Ball,Q2,What number matches Ball?,53249,Ball matches the number 53249.,53249,TRUE,0
3-10-Examples,Two,Ball,Q2,What number matches Ball?,53249,The number that matches Ball is 53249.,53249,TRUE,0.5
3-10-Examples,Two,Ball,Q2,What number matches Ball?,53249,Ball matches the number 53249.,53249,TRUE,1
3-10-Examples,Two,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,0
3-10-Examples,Two,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,0.5
3-10-Examples,Two,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,1
4-5-Examples,Two,Apple,Q1,What is the number for Apple?,65451,Apple is 65451.,65451,TRUE,0
4-5-Examples,Two,Apple,Q1,What is the number for Apple?,65451,Apple is 65451.,65451,TRUE,0.5
4-5-Examples,Two,Apple,Q1,What is the number for Apple?,65451,Apple is 65451.,65451,TRUE,1
4-5-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,0
4-5-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,0.5
4-5-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,1
4-5-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,I would say 75653 in response.,75653,FALSE,0
4-5-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,I would say 75653 in response.,75653,FALSE,0.5
4-5-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,I would say 53217 in response.,53217,FALSE,1
4-5-Examples,Two,Banana,Q1,What is the number for Banana?,56276,Banana is 56276.,56276,TRUE,0
4-5-Examples,Two,Banana,Q1,What is the number for Banana?,56276,Banana is 56276.,56276,TRUE,0.5
4-5-Examples,Two,Banana,Q1,What is the number for Banana?,56276,Banana is 56276.,56276,TRUE,1
4-5-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,0
4-5-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,0.5
4-5-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,1
4-5-Examples,Two,Banana,Q3,If you hear Banana what digits come to mind?,56276,"If I hear Banana, the digits that come to mind are 56276.",56276,TRUE,0
4-5-Examples,Two,Banana,Q3,If you hear Banana what digits come to mind?,56276,"When I hear Banana, the digits that come to mind are 56276.",56276,TRUE,0.5
